Product Code,Description,Manufacturer_SKU,Unit Qty,Weight per piece,product_line,category,color
FTFMBOC3UGB,"3"" Fortress FM Universal Outside Corner BRKT Gloss Black",50503010,5,7.4088,Fascia Mount,Fittings,GBLK
FTFMBOC3WHT,"3"" Fortress FM Outside Corner BRKT White",53503011,5,13.42845,Fascia Mount,Fittings,WHT
FTFMBS2ABZ,"2"" Fortress FM Straight BRKT Antique Bronze",53502006,5,3.02085,Fascia Mount,Fittings,ABZ
FTFMBS2BS,"2"" Fortress FM Straight BRKT Black Sand",53502008,5,3.02085,Fascia Mount,Fittings,BKSND
FTFMBS2GB,"2"" Fortress FM Straight BRKT Gloss Black",53502000,5,3,Fascia Mount,Fittings,GBLK
FTFMBS3ABZ,"3"" Fortress FM Straight BRKT Antique Bronze",53503006,5,6.9,Fascia Mount,Fittings,ABZ
FTFMBS3BS,"3"" Fortress FM Straight BRKT Black Sand",53503008,5,6.94575,Fascia Mount,Fittings,BKSND
FTFMBS3GB,"3"" Fortress FM Straight BRKT Gloss Black",53503000,5,6.94575,Fascia Mount,Fittings,GBLK
FTFMBS3WHT,"3"" Fortress FM Straight BRKT White",53503001,5,6.94575,Fascia Mount,Fittings,WHT
FTFMHBC4ABZ,Fortress FM Hex Bolt Cover (4pcs) Antique Bronze,53503116,25,0.13,Fascia Mount,Hardware,ABZ
FTFMHBC4BS,Fortress FM Hex Bolt Cover (4pcs) Black Sand,53503118,25,0.13,Fascia Mount,Hardware,BKSND
FTFMHBC4GB,Fortress FM Hex Bolt Cover (4pcs) Gloss Black,53503110,25,0.13,Fascia Mount,Hardware,GBLK
FTFMHBC4WHT,Fortress FM Hex Bolt Cover (4pcs) White,53503111,25,0.13,Fascia Mount,Hardware,WHT
FTFMIS3BS,"3"" Fortress FM I-Support Attachment Black Sand",53503038,25,0.5,Fascia Mount,Fittings,BKSND
FTFMIS3GB,"3"" Fortress FM I-Support Attachment Gloss Black",53503030,25,0.5,Fascia Mount,Fittings,GBLK
FTFMIS3WHT,"3"" Fortress FM I-Support Attachment White",53503031,25,0.5,Fascia Mount,Hardware,WHT
FTGDR24,"24"" Fortress Gate Drop Rod",650197,10,1.5,FE26,Gate,
FTGKHW,Fortress Gate Kit #2 Hardware (Latch/Hinges/Fasteners),650084,20,1.5,FE26,Hardware,
FTIS2ABZ,"2"" Fortress I-Support Antique Bronze",55520000,25,0.0992079,FE26,Fittings,GBLK
FTIS2BS,"2"" Fortress I-Support Black Sand",55520006,25,0.0992079,FE26,Fittings,ABZ
FTIS2GB,"2"" Fortress I-Support Gloss Black",55520008,25,0.0992079,FE26,Fittings,BKSND
FTIS3BS,"3"" Fortress I-Support Black Sand",55535000,25,0.48,AL13 PLUS,Fittings,GBLK
FTIS3GB,"3"" Fortress I-Support Gloss Black",55535001,25,0.19845,AL13 PLUS,Fittings,WHT
FTIS3WHT,"3"" Fortress I-Support White",55535008,25,0.19845,AL13 PLUS,Fittings,BKSND
FTPC1NGB,"1.25"" Fortress Nylon Post Cap Gloss Black",650447,200,0.003528,FE26,Cap,
FTPC2NGB,"2"" Fortress Nylon Post Cap Gloss Black",640352,200,0.005292,FE26,Cap,GBLK
FTPC3NFGB,"3"" Fortress Nylon Post Cap Fascia Application Gloss Black",59500032,100,0.01,FE26,Cap,
FTPC3NGB,"3"" Fortress Nylon Post Cap Gloss Black",640403,100,0.315,FE26,Cap,GBLK
FTPVGB345,"34"" Fortress PV Glass Balusters CLR (5pcs)",660530,3,18.41175,Pure View,Glass,
FTPVGB405,"40"" Fortress PV Glass Balusters CLR (5pcs)",660540,3,25.4457,Pure View,Glass,
FTPVMC10,"1.5"" Fortress PV Mounting Clips (10pcs)",660680,25,0.5292,Pure View,Glass,
FTPVSL,Fortress PV Shoe-Level (10pcs),660685,20,1.323,Pure View,Glass,
FTPVSS,Fortress PV Shoe-Stair (10pcs),660687,20,1.75,Pure View,Glass,
FTSC75100ABZ,".75"" Fortress T25 Screw (100pcs) Antique Bronze",661213,1,0.9453125,Hardware,Hardware,ABZ
FTSC75100BS,".75"" Fortress T25 Screw (100pcs) Black Sand",661214,1,0.9453125,Hardware,Hardware,BKSND
FTSC75100GB,".75"" Fortress T25 Screw (100pcs) Gloss Black",661212,1,0.9453125,Hardware,Hardware,GBLK
FTSC75100WHT,".75"" Fortress T25 Screw (100pcs) White",661215,1,0.9453125,Hardware,Hardware,WHT
FTSC758ABZ,".75"" Fortress T25 Screw (8pcs) Antique Bronze",661218,50,0.06875,Hardware,Hardware,ABZ
FTSC758BS,".75"" Fortress T25 Screw (8pcs) Black Sand",661219,50,0.06875,Hardware,Hardware,BKSND
FTSC758GB,".75"" Fortress T25 Screw (8pcs) Gloss Black",661216,100,0.06875,Hardware,Hardware,GBLK
FTSC758WHT,".75"" Fortress T25 Screw (8pcs) White",661217,50,0.06875,Hardware,Hardware,WHT
FTTUPAABZ,6oz Fortress Touch Up Aerosol Antique Bronze,660376,12,1.23,Hardware,Touch Up Paint,ABZ
FTTUPABS,6oz Fortress Touch Up Aerosol Black Sand,183280601,20,0.54,Hardware,Touch Up Paint,BKSND
FTTUPABZ,Fortress Touch Up Pen Set Antique Bronze,660366,54,0.05,Hardware,Touch Up Paint,ABZ
FTTUPAGB,6oz Fortress Touch Up Aerosol Gloss Black,660370,20,0.54,Hardware,Touch Up Paint,GBLK
FTTUPAWHT,6oz Fortress Touch Up Aerosol White,660371,20,0.54,Hardware,Touch Up Paint,WHT
FTTUPBS,Fortress Touch Up Pen Set Black Sand,660368,100,0.04,Hardware,Touch Up Paint,BKSND
FTTUPGB,Fortress Touch Up Pen Set Gloss Black,660360,100,0.04,Hardware,Touch Up Paint,GBLK
FTTUPWHT,Fortress Touch Up Pen Set White,660361,100,0.04,Hardware,Touch Up Paint,WHT
